investment,rd_intensity,leverage,interest_rate,sector,firm,year
26,5.2,0.38,2.8,4,55,2022
19,3.7,0.34,7.3,4,55,2023
15,11.1,0.69,3.7,4,55,2024
20,0.1,0.49,2.4,4,56,2000
49,7.4,0.05,7.6,4,56,2001
25,8.1,0.63,5,4,56,2002
26,2.9,0.65,4,4,56,2003
18,1.6,0.54,2.2,4,56,2004
22,1.7,0.61,7.9,4,56,2005
49,9.1,0.02,2.1,4,56,2006
59,8,0.3,3.4,4,56,2007
35,6.7,0.04,2.9,4,56,2008
25,4.6,0.25,4.1,4,56,2009
26,5.5,0.77,3.2,4,56,2010
12,5.7,0.33,5.6,4,56,2011
21,5.1,0.4,6.9,4,56,2012
33,8.3,0.02,3.4,4,56,2013
51,3.2,0.65,4,4,56,2014
16,0,0.06,4.1,4,56,2015
20,6.1,0.76,6.5,4,56,2016
32,9.5,0.47,5.6,4,56,2017
13,0,0.62,5.5,4,56,2018
24,12.8,0.46,8,4,56,2019
27,5.9,0.05,7,4,56,2020
12,0.7,0.26,7.6,4,56,2021
25,4.9,0.07,2.8,4,56,2022
14,5.6,0.7,7.3,4,56,2023
12,5.4,0.26,3.7,4,56,2024
18,2.1,0.17,2.4,4,57,2000
22,7.2,0.36,7.6,4,57,2001
13,9.9,0.42,5,4,57,2002
47,6.9,0.26,4,4,57,2003
28,2.5,0.36,2.2,4,57,2004
26,9.8,0.38,7.9,4,57,2005
15,5.3,0.31,2.1,4,57,2006
43,8.4,0.33,3.4,4,57,2007
22,7.6,0.35,2.9,4,57,2008
23,11.7,0.79,4.1,4,57,2009
29,8.6,0.37,3.2,4,57,2010
14,7.1,0.3,5.6,4,57,2011
23,7.5,0.44,6.9,4,57,2012
23,2.3,0.63,3.4,4,57,2013
29,3.3,0.79,4,4,57,2014
22,6.3,0.28,4.1,4,57,2015
20,8.6,0.5,6.5,4,57,2016
62,11,0.31,5.6,4,57,2017
42,5.2,0.02,5.5,4,57,2018
16,1.1,0.23,8,4,57,2019
23,1.7,0.69,7,4,57,2020
19,6.7,0.27,7.6,4,57,2021
40,7.1,0.2,2.8,4,57,2022
24,2.5,0.6,7.3,4,57,2023
18,6.8,0.02,3.7,4,57,2024
24,4,0.35,2.4,3,58,2000
18,4.2,0.49,7.6,3,58,2001
11,4.4,0.64,5,3,58,2002
55,7.8,0.27,4,3,58,2003
21,4.2,0.27,2.2,3,58,2004
18,6.2,0.08,7.9,3,58,2005
31,7.3,0.71,2.1,3,58,2006
14,8.1,0.78,3.4,3,58,2007
14,7.1,0.78,2.9,3,58,2008
16,3.5,0.36,4.1,3,58,2009
11,6.9,0.61,3.2,3,58,2010
7,4.2,0.08,5.6,3,58,2011
15,3.4,0.27,6.9,3,58,2012
25,8.2,0.37,3.4,3,58,2013
23,4.2,0.14,4,3,58,2014
42,11.2,0.57,4.1,3,58,2015
15,10.8,0.54,6.5,3,58,2016
24,4.5,0.15,5.6,3,58,2017
23,8.9,0.4,5.5,3,58,2018
25,0,0.39,8,3,58,2019
14,7.4,0.45,7,3,58,2020
10,3.8,0.35,7.6,3,58,2021
23,3.3,0.19,2.8,3,58,2022
13,0,0.23,7.3,3,58,2023
12,5.4,0.05,3.7,3,58,2024
10,3.1,0.69,2.4,5,59,2000
20,6.6,0.55,7.6,5,59,2001
13,3.2,0.5,5,5,59,2002
24,4.4,0.66,4,5,59,2003
25,0.6,0.28,2.2,5,59,2004
40,4.8,0.28,7.9,5,59,2005
40,1.1,0.72,2.1,5,59,2006
17,3.6,0.72,3.4,5,59,2007
23,3.4,0.06,2.9,5,59,2008
20,3.7,0.67,4.1,5,59,2009
14,5.4,0.78,3.2,5,59,2010
10,9.2,0.42,5.6,5,59,2011
10,1.5,0.58,6.9,5,59,2012
22,4.4,0.37,3.4,5,59,2013
22,5,0.05,4,5,59,2014
12,5.9,0.6,4.1,5,59,2015
23,9.9,0.06,6.5,5,59,2016
28,3.9,0.3,5.6,5,59,2017
16,5,0.52,5.5,5,59,2018
20,5.3,0.58,8,5,59,2019
22,10.1,0.04,7,5,59,2020
17,3,0.76,7.6,5,59,2021
34,4.1,0.67,2.8,5,59,2022
12,4.4,0.32,7.3,5,59,2023
12,3.9,0.56,3.7,5,59,2024
30,6.1,0.32,2.4,2,60,2000
23,1,0.46,7.6,2,60,2001
14,3,0.07,5,2,60,2002
25,1.6,0.2,4,2,60,2003
14,0,0.27,2.2,2,60,2004
19,7.3,0.08,7.9,2,60,2005
16,4.5,0.34,2.1,2,60,2006
23,2.5,0.05,3.4,2,60,2007
18,6.9,0.57,2.9,2,60,2008
11,3,0.65,4.1,2,60,2009
17,7.4,0.46,3.2,2,60,2010
12,1.3,0.09,5.6,2,60,2011
16,6,0.44,6.9,2,60,2012
22,4.7,0.27,3.4,2,60,2013
30,2.4,0.34,4,2,60,2014
18,3.9,0.57,4.1,2,60,2015
17,0,0,6.5,2,60,2016
25,6.1,0.61,5.6,2,60,2017
11,4.9,0.67,5.5,2,60,2018
44,9.5,0.45,8,2,60,2019
23,7.6,0.23,7,2,60,2020
14,3.1,0.54,7.6,2,60,2021
19,3,0.65,2.8,2,60,2022
25,2.5,0.18,7.3,2,60,2023
12,3.2,0.18,3.7,2,60,2024
41,9.5,0.45,2.4,4,61,2000
16,5.1,0.56,7.6,4,61,2001
19,7.6,0.42,5,4,61,2002
24,0.3,0.48,4,4,61,2003
37,9.8,0.56,2.2,4,61,2004
14,5,0.36,7.9,4,61,2005
26,3.6,0.43,2.1,4,61,2006
24,2.5,0.14,3.4,4,61,2007
20,3.1,0.58,2.9,4,61,2008
10,2.6,0.32,4.1,4,61,2009
24,3,0.12,3.2,4,61,2010
11,3.7,0.75,5.6,4,61,2011
34,7.7,0.14,6.9,4,61,2012
20,9.9,0.35,3.4,4,61,2013
41,6.6,0.25,4,4,61,2014
25,2.6,0.22,4.1,4,61,2015
14,0,0.61,6.5,4,61,2016
48,7.7,0.39,5.6,4,61,2017
23,7.9,0.03,5.5,4,61,2018
29,0.3,0.38,8,4,61,2019
17,5.5,0.38,7,4,61,2020
15,4.4,0.24,7.6,4,61,2021
27,5.7,0.11,2.8,4,61,2022
15,10.3,0.07,7.3,4,61,2023
20,9.7,0.48,3.7,4,61,2024
43,6.5,0.62,2.4,3,62,2000
15,4.9,0.75,7.6,3,62,2001
18,9.3,0.25,5,3,62,2002
61,8.3,0.08,4,3,62,2003
24,2,0.74,2.2,3,62,2004
18,4.3,0.78,7.9,3,62,2005
23,3.5,0.39,2.1,3,62,2006
20,5.8,0.78,3.4,3,62,2007
14,0.9,0.71,2.9,3,62,2008
14,3.5,0.69,4.1,3,62,2009
25,3.4,0.77,3.2,3,62,2010
16,0,0.48,5.6,3,62,2011
22,5.6,0.19,6.9,3,62,2012
18,4.1,0.21,3.4,3,62,2013
15,0,0.49,4,3,62,2014
32,4.6,0.19,4.1,3,62,2015
25,5.2,0.06,6.5,3,62,2016
18,5.6,0.49,5.6,3,62,2017
14,4.3,0.8,5.5,3,62,2018
23,1.9,0.22,8,3,62,2019
24,9.1,0,7,3,62,2020
10,7.1,0.47,7.6,3,62,2021
22,4.5,0.75,2.8,3,62,2022
26,8.7,0.33,7.3,3,62,2023
11,2.5,0.24,3.7,3,62,2024
22,4.4,0.21,2.4,5,63,2000
45,9.1,0.13,7.6,5,63,2001
13,5.6,0.3,5,5,63,2002
19,6.3,0.4,4,5,63,2003
20,3.5,0.15,2.2,5,63,2004
13,7.8,0.64,7.9,5,63,2005
24,1.2,0.63,2.1,5,63,2006
18,2.2,0.05,3.4,5,63,2007
18,7.7,0.72,2.9,5,63,2008
20,4.1,0.17,4.1,5,63,2009
21,5.3,0.51,3.2,5,63,2010
15,7.6,0.34,5.6,5,63,2011
24,5.5,0.53,6.9,5,63,2012
15,5.1,0.17,3.4,5,63,2013
19,2.2,0.59,4,5,63,2014
23,9.5,0.45,4.1,5,63,2015
22,6.9,0.54,6.5,5,63,2016
14,6.7,0.3,5.6,5,63,2017
30,5.7,0.63,5.5,5,63,2018
24,13.7,0.64,8,5,63,2019
16,6.9,0.22,7,5,63,2020
11,4.4,0.25,7.6,5,63,2021
23,2.1,0.25,2.8,5,63,2022
26,5.3,0.08,7.3,5,63,2023
15,4.2,0.73,3.7,5,63,2024
18,0,0.75,2.4,2,64,2000
11,1,0.56,7.6,2,64,2001
13,5.3,0.46,5,2,64,2002
26,5.4,0.47,4,2,64,2003
14,2.6,0.08,2.2,2,64,2004
30,7.7,0.41,7.9,2,64,2005
26,9.6,0.64,2.1,2,64,2006
18,2.5,0.4,3.4,2,64,2007
19,1.9,0.59,2.9,2,64,2008
8,3.1,0.28,4.1,2,64,2009
29,4,0.67,3.2,2,64,2010
12,5.6,0.35,5.6,2,64,2011
19,3.7,0.57,6.9,2,64,2012
56,5.6,0.29,3.4,2,64,2013
27,3.1,0.2,4,2,64,2014
29,10,0.12,4.1,2,64,2015
32,9.7,0.63,6.5,2,64,2016
25,7,0.7,5.6,2,64,2017
16,2.4,0.37,5.5,2,64,2018
20,5.5,0.27,8,2,64,2019
19,7.3,0.34,7,2,64,2020
13,10.7,0.29,7.6,2,64,2021
11,5.5,0.65,2.8,2,64,2022
16,0,0.77,7.3,2,64,2023
10,1.3,0.25,3.7,2,64,2024
23,2.4,0.62,2.4,5,65,2000
21,8.4,0.6,7.6,5,65,2001
14,5.5,0.43,5,5,65,2002
33,8.8,0.76,4,5,65,2003
25,0.7,0.56,2.2,5,65,2004
17,3.5,0.23,7.9,5,65,2005
21,3.6,0.39,2.1,5,65,2006
20,4.5,0.21,3.4,5,65,2007
32,4.8,0.75,2.9,5,65,2008
17,5.8,0.32,4.1,5,65,2009
17,3.8,0.64,3.2,5,65,2010
6,2.4,0.39,5.6,5,65,2011
29,5.7,0.37,6.9,5,65,2012
18,6.5,0.51,3.4,5,65,2013
18,8.4,0.17,4,5,65,2014
19,7.4,0.69,4.1,5,65,2015
36,8.5,0.34,6.5,5,65,2016
19,5,0.77,5.6,5,65,2017
13,5.7,0.67,5.5,5,65,2018
24,4.6,0.38,8,5,65,2019
21,8.1,0.44,7,5,65,2020
9,1.3,0.24,7.6,5,65,2021
22,7.4,0.04,2.8,5,65,2022
22,1.6,0.06,7.3,5,65,2023
14,6.7,0.73,3.7,5,65,2024
21,0.4,0.68,2.4,1,66,2000
14,0,0.03,7.6,1,66,2001
7,0,0.78,5,1,66,2002
29,6.2,0.55,4,1,66,2003
17,3.6,0.26,2.2,1,66,2004
15,5.3,0.78,7.9,1,66,2005
19,4.9,0.69,2.1,1,66,2006
18,2.4,0.45,3.4,1,66,2007
12,2.1,0.26,2.9,1,66,2008
14,3.3,0.46,4.1,1,66,2009
16,2.1,0.61,3.2,1,66,2010
11,4.9,0.58,5.6,1,66,2011
34,8,0.18,6.9,1,66,2012
21,7,0.02,3.4,1,66,2013
27,10.4,0.38,4,1,66,2014
33,6.5,0.44,4.1,1,66,2015
22,3.8,0.13,6.5,1,66,2016
15,0,0.26,5.6,1,66,2017
22,6.9,0.51,5.5,1,66,2018
25,2.1,0.03,8,1,66,2019
14,5.6,0.36,7,1,66,2020
14,6.2,0.16,7.6,1,66,2021
21,6.6,0.7,2.8,1,66,2022
23,7.1,0.59,7.3,1,66,2023
14,1.8,0.54,3.7,1,66,2024
21,1.7,0.31,2.4,5,67,2000
21,6.9,0.36,7.6,5,67,2001
8,5.4,0.49,5,5,67,2002
47,4.4,0.48,4,5,67,2003
16,8.5,0.66,2.2,5,67,2004
8,1.3,0.45,7.9,5,67,2005
22,0,0.34,2.1,5,67,2006
20,5.7,0.54,3.4,5,67,2007
42,9.6,0.09,2.9,5,67,2008
14,5.4,0.35,4.1,5,67,2009
26,8.5,0.26,3.2,5,67,2010
10,7.4,0.08,5.6,5,67,2011
25,4.3,0.2,6.9,5,67,2012
19,5.9,0.66,3.4,5,67,2013
22,0,0.65,4,5,67,2014
23,2.6,0.76,4.1,5,67,2015
21,2.7,0.07,6.5,5,67,2016
27,7.2,0.53,5.6,5,67,2017
15,9.7,0.72,5.5,5,67,2018
18,4.4,0.33,8,5,67,2019
27,7.7,0.24,7,5,67,2020
28,8.2,0.19,7.6,5,67,2021
29,10.3,0.64,2.8,5,67,2022
14,4,0.02,7.3,5,67,2023
17,4.2,0.44,3.7,5,67,2024
11,4.5,0.53,2.4,3,68,2000
22,1.8,0.24,7.6,3,68,2001
12,5.5,0.18,5,3,68,2002
28,6.6,0.68,4,3,68,2003
43,7.3,0.36,2.2,3,68,2004
23,2.9,0.09,7.9,3,68,2005
20,3.6,0.32,2.1,3,68,2006
13,0,0.65,3.4,3,68,2007
25,7.5,0.6,2.9,3,68,2008
19,4.7,0.59,4.1,3,68,2009
16,9.5,0.15,3.2,3,68,2010
8,9.2,0.74,5.6,3,68,2011
28,6.8,0,6.9,3,68,2012
26,1.7,0.26,3.4,3,68,2013
19,0,0.77,4,3,68,2014
21,7.2,0.43,4.1,3,68,2015
21,7.6,0.54,6.5,3,68,2016
28,1.9,0.08,5.6,3,68,2017
23,6.4,0.16,5.5,3,68,2018
27,0,0.77,8,3,68,2019
23,11.4,0.54,7,3,68,2020
11,0,0.38,7.6,3,68,2021
18,3,0.49,2.8,3,68,2022
17,0,0.78,7.3,3,68,2023
10,0,0.59,3.7,3,68,2024
24,1.7,0.2,2.4,4,69,2000
22,1.4,0.08,7.6,4,69,2001
19,6.1,0.1,5,4,69,2002
43,8.8,0.04,4,4,69,2003
17,3.3,0.5,2.2,4,69,2004
14,2.6,0.67,7.9,4,69,2005
15,1.6,0.06,2.1,4,69,2006
30,10.5,0.43,3.4,4,69,2007
17,4.8,0.52,2.9,4,69,2008
29,7.1,0.36,4.1,4,69,2009
20,6.2,0.07,3.2,4,69,2010
8,3.7,0.6,5.6,4,69,2011
21,3.2,0.76,6.9,4,69,2012
24,7.2,0.3,3.4,4,69,2013
52,10.2,0.64,4,4,69,2014
20,12.7,0.46,4.1,4,69,2015
19,0.5,0.22,6.5,4,69,2016
10,0,0.69,5.6,4,69,2017
11,1.9,0.13,5.5,4,69,2018
17,7.3,0.49,8,4,69,2019
15,4.2,0.59,7,4,69,2020
16,0,0.41,7.6,4,69,2021
20,0.8,0.09,2.8,4,69,2022
12,4.6,0.78,7.3,4,69,2023
16,3.7,0.64,3.7,4,69,2024
25,3.5,0.38,2.4,1,70,2000
30,5.7,0.18,7.6,1,70,2001
20,7.2,0.43,5,1,70,2002
43,7.5,0.34,4,1,70,2003
26,2.2,0.42,2.2,1,70,2004
9,3.5,0.02,7.9,1,70,2005
18,5.2,0.66,2.1,1,70,2006
18,4,0.3,3.4,1,70,2007
18,3.1,0.03,2.9,1,70,2008
10,0,0.75,4.1,1,70,2009
57,7.2,0.02,3.2,1,70,2010
17,10,0.75,5.6,1,70,2011
39,11.8,0.75,6.9,1,70,2012
22,4.6,0.25,3.4,1,70,2013
41,4.9,0.26,4,1,70,2014
22,6.1,0.71,4.1,1,70,2015
21,7.1,0.76,6.5,1,70,2016
28,4.2,0.35,5.6,1,70,2017
23,10.6,0.59,5.5,1,70,2018
25,4.2,0.54,8,1,70,2019
22,7.2,0.27,7,1,70,2020
4,1.4,0.58,7.6,1,70,2021
24,3.9,0.73,2.8,1,70,2022
24,4.7,0.57,7.3,1,70,2023
8,1.9,0.77,3.7,1,70,2024
24,7.8,0.74,2.4,1,71,2000
14,2,0.47,7.6,1,71,2001
12,5.1,0.3,5,1,71,2002
17,3,0.34,4,1,71,2003
17,0.6,0.66,2.2,1,71,2004
15,3.6,0.69,7.9,1,71,2005
19,0.8,0.32,2.1,1,71,2006
32,8,0.22,3.4,1,71,2007
21,3.8,0.64,2.9,1,71,2008
19,3.2,0.64,4.1,1,71,2009
24,5.2,0.14,3.2,1,71,2010
10,6.5,0.56,5.6,1,71,2011
29,7.1,0.45,6.9,1,71,2012
21,2.7,0.62,3.4,1,71,2013
27,4.9,0.79,4,1,71,2014
21,4.8,0.11,4.1,1,71,2015
24,5.5,0.52,6.5,1,71,2016
26,7.3,0.69,5.6,1,71,2017
11,6,0.37,5.5,1,71,2018
19,2.3,0.55,8,1,71,2019
31,3.4,0.54,7,1,71,2020
14,1.3,0.65,7.6,1,71,2021
24,5.6,0.71,2.8,1,71,2022
11,8.1,0.74,7.3,1,71,2023
22,8.7,0.15,3.7,1,71,2024
32,5.3,0.41,2.4,1,72,2000
14,0.3,0.17,7.6,1,72,2001
20,5.2,0.31,5,1,72,2002
14,0.7,0.53,4,1,72,2003
19,10.5,0.78,2.2,1,72,2004
17,7.2,0.48,7.9,1,72,2005
26,6.9,0.07,2.1,1,72,2006
15,4.1,0.28,3.4,1,72,2007
33,3.6,0.16,2.9,1,72,2008
17,3.6,0.47,4.1,1,72,2009
23,7.2,0.7,3.2,1,72,2010
8,9.1,0.54,5.6,1,72,2011
19,6.9,0.56,6.9,1,72,2012
41,8.3,0.18,3.4,1,72,2013
34,6.3,0.28,4,1,72,2014
17,4.6,0.26,4.1,1,72,2015
19,6.6,0.65,6.5,1,72,2016
24,4.8,0.13,5.6,1,72,2017
12,7.4,0.76,5.5,1,72,2018
23,6.4,0.6,8,1,72,2019
8,0.9,0.07,7,1,72,2020
7,1.8,0.66,7.6,1,72,2021
25,3.8,0.43,2.8,1,72,2022
17,2.8,0.39,7.3,1,72,2023
27,4.4,0.53,3.7,1,72,2024
21,5.2,0.29,2.4,3,73,2000
21,5.9,0.34,7.6,3,73,2001
7,0.3,0.54,5,3,73,2002
46,3.3,0.65,4,3,73,2003
24,6,0.56,2.2,3,73,2004
27,7.8,0.62,7.9,3,73,2005
78,6.5,0.14,2.1,3,73,2006
17,4.6,0.51,3.4,3,73,2007
14,4.1,0.33,2.9,3,73,2008
23,5.1,0.06,4.1,3,73,2009
26,2.8,0.01,3.2,3,73,2010
11,5.9,0.77,5.6,3,73,2011
17,4.2,0.31,6.9,3,73,2012
41,6.3,0.01,3.4,3,73,2013
26,8.3,0.44,4,3,73,2014
15,2.2,0.4,4.1,3,73,2015
20,0.8,0.13,6.5,3,73,2016
19,5.9,0.7,5.6,3,73,2017
13,5.1,0.63,5.5,3,73,2018
24,0,0.68,8,3,73,2019
20,2.3,0.71,7,3,73,2020
13,5.4,0.43,7.6,3,73,2021
17,0,0.15,2.8,3,73,2022
15,7.2,0.41,7.3,3,73,2023
7,1.1,0.48,3.7,3,73,2024
15,6.3,0.52,2.4,3,74,2000
18,1,0.04,7.6,3,74,2001
14,7.6,0.79,5,3,74,2002
22,1.8,0.42,4,3,74,2003
32,7.4,0.52,2.2,3,74,2004
18,2.9,0.38,7.9,3,74,2005
44,3.3,0.22,2.1,3,74,2006
41,4.8,0.4,3.4,3,74,2007
12,3.1,0.56,2.9,3,74,2008
19,5,0.3,4.1,3,74,2009
20,7.2,0.45,3.2,3,74,2010
18,6.1,0.15,5.6,3,74,2011
19,5.5,0.67,6.9,3,74,2012
31,5.4,0.31,3.4,3,74,2013
32,8,0.65,4,3,74,2014
17,6.9,0.44,4.1,3,74,2015
18,1.6,0.12,6.5,3,74,2016
29,2.3,0.24,5.6,3,74,2017
15,5.4,0.02,5.5,3,74,2018
35,8.5,0.06,8,3,74,2019
10,1.6,0.47,7,3,74,2020
14,12,0,7.6,3,74,2021
22,5.3,0.73,2.8,3,74,2022
13,1.4,0.31,7.3,3,74,2023
26,5.2,0.34,3.7,3,74,2024
12,0,0.66,2.4,2,75,2000
17,7.1,0.25,7.6,2,75,2001
11,1.1,0.03,5,2,75,2002
44,4.8,0.16,4,2,75,2003
19,11.5,0.29,2.2,2,75,2004
12,3.6,0.77,7.9,2,75,2005
32,9.1,0.19,2.1,2,75,2006
21,5.4,0.19,3.4,2,75,2007
17,10,0.24,2.9,2,75,2008
15,1.2,0.27,4.1,2,75,2009
19,4.4,0.66,3.2,2,75,2010
17,9.3,0.76,5.6,2,75,2011
16,5.4,0.7,6.9,2,75,2012
33,3.8,0.76,3.4,2,75,2013
30,1.2,0.19,4,2,75,2014
22,7.9,0.75,4.1,2,75,2015
36,9.6,0.11,6.5,2,75,2016
26,8.2,0.6,5.6,2,75,2017
18,2.1,0.05,5.5,2,75,2018
27,4.9,0.69,8,2,75,2019
22,5.3,0.49,7,2,75,2020
5,5.4,0.63,7.6,2,75,2021
15,4.1,0.51,2.8,2,75,2022
12,0.6,0.68,7.3,2,75,2023
15,5.4,0.75,3.7,2,75,2024
26,8,0.57,2.4,3,76,2000
29,5.7,0.07,7.6,3,76,2001
7,1,0.71,5,3,76,2002
50,5.8,0.08,4,3,76,2003
21,7.9,0.34,2.2,3,76,2004
10,6.7,0.26,7.9,3,76,2005
26,6.8,0.65,2.1,3,76,2006
14,0.5,0.46,3.4,3,76,2007
22,10.2,0.4,2.9,3,76,2008
18,3.3,0.69,4.1,3,76,2009
26,7.4,0.71,3.2,3,76,2010
7,5,0.22,5.6,3,76,2011
10,7.8,0.45,6.9,3,76,2012
16,9.1,0.39,3.4,3,76,2013
14,0,0.29,4,3,76,2014
35,8.7,0.45,4.1,3,76,2015
29,7.5,0.21,6.5,3,76,2016
24,5.2,0.57,5.6,3,76,2017
23,5.9,0.19,5.5,3,76,2018
27,3.8,0.76,8,3,76,2019
10,6.9,0.48,7,3,76,2020
7,4.5,0.76,7.6,3,76,2021
19,5.8,0.4,2.8,3,76,2022
9,0.8,0.12,7.3,3,76,2023
14,2.6,0.46,3.7,3,76,2024
22,2.5,0.6,2.4,3,77,2000
24,7.9,0.76,7.6,3,77,2001
28,12.1,0.28,5,3,77,2002
33,5.7,0.62,4,3,77,2003
13,4,0.08,2.2,3,77,2004
27,7.7,0.08,7.9,3,77,2005
20,0,0.14,2.1,3,77,2006
30,7.1,0.24,3.4,3,77,2007
19,5.4,0.24,2.9,3,77,2008
16,6.4,0.65,4.1,3,77,2009
37,6.2,0.55,3.2,3,77,2010
8,1.4,0.47,5.6,3,77,2011
33,0,0.05,6.9,3,77,2012
43,5.4,0.05,3.4,3,77,2013
19,3.6,0.45,4,3,77,2014
31,5.7,0.75,4.1,3,77,2015
17,11.9,0.35,6.5,3,77,2016
23,4.5,0.11,5.6,3,77,2017
21,1.3,0.33,5.5,3,77,2018
25,2.5,0.72,8,3,77,2019
18,4.9,0.32,7,3,77,2020
11,6.4,0.42,7.6,3,77,2021
27,6.6,0.56,2.8,3,77,2022
23,0,0.49,7.3,3,77,2023
13,7.1,0.12,3.7,3,77,2024
32,0.5,0.46,2.4,5,78,2000
14,2.4,0.76,7.6,5,78,2001
16,11.7,0.6,5,5,78,2002
25,2.8,0.21,4,5,78,2003
26,9.4,0.14,2.2,5,78,2004
26,6.1,0.73,7.9,5,78,2005
31,2.8,0.08,2.1,5,78,2006
19,2.1,0.47,3.4,5,78,2007
30,3.9,0.27,2.9,5,78,2008
42,12.9,0.09,4.1,5,78,2009
23,5.7,0.52,3.2,5,78,2010
11,6.3,0.53,5.6,5,78,2011
16,7.2,0.77,6.9,5,78,2012
24,7.6,0.5,3.4,5,78,2013
27,8.8,0.74,4,5,78,2014
16,3.5,0.79,4.1,5,78,2015
12,2.9,0.72,6.5,5,78,2016
49,9.3,0.03,5.6,5,78,2017
17,3.9,0.03,5.5,5,78,2018
18,7.1,0.36,8,5,78,2019
19,0.5,0.08,7,5,78,2020
14,5.6,0.46,7.6,5,78,2021
12,0,0.62,2.8,5,78,2022
12,2.8,0,7.3,5,78,2023
12,1.9,0.73,3.7,5,78,2024
31,4.3,0.42,2.4,2,79,2000
21,1.6,0.29,7.6,2,79,2001
18,4,0.13,5,2,79,2002
40,5.3,0.24,4,2,79,2003
22,6.6,0.07,2.2,2,79,2004
17,4.7,0.66,7.9,2,79,2005
15,6.1,0.31,2.1,2,79,2006
25,11.5,0.64,3.4,2,79,2007
32,1.3,0.03,2.9,2,79,2008
15,2.9,0.36,4.1,2,79,2009
23,5.8,0.6,3.2,2,79,2010
5,2,0.1,5.6,2,79,2011
50,9.6,0.22,6.9,2,79,2012
25,1.3,0.02,3.4,2,79,2013
16,7.1,0.36,4,2,79,2014
20,3.5,0.16,4.1,2,79,2015
15,4.6,0.6,6.5,2,79,2016
27,5.4,0.6,5.6,2,79,2017
13,4.3,0.22,5.5,2,79,2018
14,3.5,0.61,8,2,79,2019
21,4.4,0.39,7,2,79,2020
14,7.8,0.35,7.6,2,79,2021
16,2.4,0.42,2.8,2,79,2022
27,6.3,0.54,7.3,2,79,2023
15,4.3,0.36,3.7,2,79,2024
28,7.1,0.22,2.4,5,80,2000
18,4.5,0.64,7.6,5,80,2001
14,10.7,0.32,5,5,80,2002
26,1.8,0.66,4,5,80,2003
15,4.5,0.72,2.2,5,80,2004
21,2.4,0.61,7.9,5,80,2005
26,4.2,0.04,2.1,5,80,2006
40,8.2,0.59,3.4,5,80,2007
40,8.7,0.23,2.9,5,80,2008
23,5.7,0.47,4.1,5,80,2009
15,3.8,0.52,3.2,5,80,2010
12,7.2,0.66,5.6,5,80,2011
16,2.9,0.76,6.9,5,80,2012
17,4.8,0.18,3.4,5,80,2013
41,6.8,0.62,4,5,80,2014
20,3.6,0.14,4.1,5,80,2015
13,2.1,0.09,6.5,5,80,2016
16,10.2,0.03,5.6,5,80,2017
13,4.1,0.74,5.5,5,80,2018
24,5,0.43,8,5,80,2019
25,7.8,0.01,7,5,80,2020
9,1.6,0.8,7.6,5,80,2021
29,6.4,0.44,2.8,5,80,2022
15,3,0.72,7.3,5,80,2023
12,6.2,0.77,3.7,5,80,2024
15,0,0.24,2.4,3,81,2000
20,4.1,0.69,7.6,3,81,2001
10,1.8,0.22,5,3,81,2002
24,7.6,0.11,4,3,81,2003
19,4.4,0.15,2.2,3,81,2004
25,3.6,0.77,7.9,3,81,2005
49,11.6,0.48,2.1,3,81,2006
13,0,0.22,3.4,3,81,2007
12,2.8,0.17,2.9,3,81,2008
12,2.9,0.71,4.1,3,81,2009
34,8.1,0.33,3.2,3,81,2010
10,5.2,0.7,5.6,3,81,2011
24,6.6,0.14,6.9,3,81,2012
17,3.9,0.42,3.4,3,81,2013
19,0,0.18,4,3,81,2014
18,2.8,0.38,4.1,3,81,2015
13,3.8,0.64,6.5,3,81,2016
27,3.3,0.38,5.6,3,81,2017
22,0.4,0.01,5.5,3,81,2018
25,5.8,0.25,8,3,81,2019
14,4.4,0.4,7,3,81,2020
12,8.9,0.25,7.6,3,81,2021
30,11.9,0.59,2.8,3,81,2022
17,4.8,0.31,7.3,3,81,2023
16,5.9,0.55,3.7,3,81,2024
38,9.2,0.06,2.4,1,82,2000
19,7.2,0.65,7.6,1,82,2001
10,5,0.7,5,1,82,2002
24,6.4,0.62,4,1,82,2003
11,0.9,0.15,2.2,1,82,2004
23,6.9,0.46,7.9,1,82,2005
43,8.4,0.74,2.1,1,82,2006
13,2.2,0.58,3.4,1,82,2007
18,4,0.51,2.9,1,82,2008
19,7.8,0.68,4.1,1,82,2009
21,7,0.26,3.2,1,82,2010
15,5,0.27,5.6,1,82,2011
21,4,0.22,6.9,1,82,2012
11,0,0.78,3.4,1,82,2013
30,7.5,0.59,4,1,82,2014
12,7.5,0.47,4.1,1,82,2015
14,1.3,0.54,6.5,1,82,2016
18,6.6,0.12,5.6,1,82,2017
41,9.4,0.2,5.5,1,82,2018
29,5.6,0.44,8,1,82,2019
15,2.5,0.41,7,1,82,2020
11,7,0.07,7.6,1,82,2021
27,3.5,0.45,2.8,1,82,2022
15,3.9,0.51,7.3,1,82,2023
12,3.8,0.45,3.7,1,82,2024
18,5.7,0.39,2.4,3,83,2000
28,8.5,0.1,7.6,3,83,2001
14,3.4,0.56,5,3,83,2002
16,2.6,0.18,4,3,83,2003
23,2,0.03,2.2,3,83,2004
20,0,0.45,7.9,3,83,2005
39,7.1,0.06,2.1,3,83,2006
21,3.1,0.33,3.4,3,83,2007
39,8.9,0.63,2.9,3,83,2008
