earnings,education,experience,female,industry,state_eitc,state
7118,11,15,1,7,20,27
8953,12,20,1,7,15,26
14845,10,23,1,1,28,1
18219,12,35,1,2,26,31
20795,16,18,0,4,4,36
8316,13,18,1,8,15,26
18964,10,46,0,7,7,21
8433,16,15,1,7,9,10
10930,11,19,0,2,1,15
11370,18,13,1,7,4,36
12096,13,14,1,4,19,7
6470,9,21,1,4,7,40
4256,8,33,1,2,23,8
28136,15,22,1,6,26,31
22921,14,22,1,6,27,4
6570,11,19,0,8,26,11
3330,12,3,0,6,2,39
8141,14,12,0,3,10,25
18406,14,31,0,4,20,22
19760,20,16,0,5,7,40
13590,11,33,1,4,27,4
12179,12,25,1,4,27,23
11410,13,21,0,7,29,9
5777,10,9,1,5,23,14
5745,9,23,0,8,29,9
15563,11,31,0,7,27,4
16442,13,1,1,4,7,40
14324,11,25,0,2,8,3
9374,14,14,0,3,15,30
11111,14,15,1,2,15,26
9468,14,24,0,1,7,38
21730,17,26,1,3,7,38
13651,16,6,0,7,24,16
16853,12,12,1,4,17,28
6365,9,5,1,5,2,39
8987,13,18,1,8,5,17
6965,13,28,0,8,4,32
11232,13,20,1,2,24,16
14246,13,10,0,1,7,40
24162,17,15,0,7,24,16
14712,14,26,1,1,23,8
11547,15,22,0,4,2,39
6221,10,21,0,6,23,14
7385,12,35,1,3,9,13
10109,11,6,0,1,13,20
7452,13,23,0,3,10,25
11451,13,13,0,4,17,28
9393,13,0,0,2,4,36
9406,15,29,0,2,2,39
14800,14,29,1,7,12,12
10955,16,25,0,3,2,39
12261,13,17,1,5,17,28
36887,16,26,1,8,14,35
19765,18,29,1,5,14,35
15493,11,7,1,3,10,25
16024,15,27,1,2,19,18
11967,15,16,0,3,9,13
12818,14,24,1,3,15,26
21502,18,5,0,6,4,36
20844,17,23,0,2,7,40
30726,16,36,0,3,25,29
25897,16,1,1,1,12,12
4558,14,19,1,3,20,19
3444,13,3,1,2,5,17
18794,11,28,0,3,8,3
19736,18,21,0,6,4,32
8428,11,24,1,4,2,39
8912,14,19,1,2,20,22
8346,14,12,1,5,24,16
14690,10,19,0,2,29,9
16975,13,36,1,7,20,19
21315,15,20,1,3,3,24
13063,14,24,1,8,27,4
10723,15,37,1,1,4,32
2891,13,6,1,4,20,27
6820,11,17,1,2,10,25
9603,8,29,1,4,5,17
3771,9,15,1,1,15,26
18530,17,14,0,4,15,30
8144,10,24,1,7,15,26
22057,14,42,1,7,26,31
13480,13,16,1,2,16,5
22272,14,21,0,3,24,16
8517,11,9,1,6,27,23
18720,15,19,1,5,7,40
15554,12,28,0,5,15,30
12486,12,23,1,3,23,14
5047,11,22,0,6,26,11
25204,16,35,0,8,9,13
8083,10,31,1,4,9,33
13099,14,27,0,6,20,19
14849,12,17,0,3,8,3
12798,13,12,1,1,15,30
10837,13,24,1,2,29,9
16171,10,22,0,8,13,20
5721,11,28,0,4,1,15
18538,13,15,0,5,3,24
10545,13,14,1,8,4,36
5559,14,5,1,2,10,25
18157,12,40,1,6,25,29
24467,15,29,1,4,26,31
2694,10,10,0,3,25,29
9318,11,23,1,3,17,28
9674,13,14,1,8,23,14
30817,15,27,1,4,4,36
7400,12,12,0,2,17,28
6751,11,21,0,8,9,34
8704,8,29,0,4,9,34
4244,12,28,0,8,29,9
13635,11,16,1,6,24,16
4178,10,13,1,1,9,10
9195,11,15,1,2,19,6
27691,15,29,1,5,17,28
10182,11,14,1,6,1,15
8361,11,8,1,6,20,22
20506,13,50,1,4,25,29
5487,11,20,0,3,9,13
18028,12,33,0,4,23,8
16750,9,18,0,5,19,6
11113,12,19,1,8,8,2
14376,13,37,1,2,14,35
10852,15,29,0,7,7,40
16089,13,31,0,2,9,34
17822,13,11,0,1,20,19
5847,9,20,0,6,27,23
8412,13,10,0,4,25,29
11896,15,14,0,6,8,2
8805,10,21,0,3,9,13
5903,8,16,0,8,6,37
7114,15,23,1,7,6,37
17569,11,39,0,6,24,16
22133,12,28,0,1,23,8
35968,17,40,1,5,1,15
18368,19,7,0,2,27,23
21337,15,30,1,1,9,10
4422,17,4,1,4,4,32
8152,13,19,0,8,16,5
12115,13,35,1,3,4,32
19323,13,21,0,7,19,7
13569,11,28,0,8,20,27
9415,10,10,0,6,9,33
14071,13,10,0,7,15,30
44434,13,38,1,8,26,31
16381,16,51,1,4,20,27
12409,16,26,1,7,26,31
16309,12,13,0,6,19,6
22462,15,24,1,6,14,35
20696,14,27,0,4,1,15
18990,8,29,0,6,15,30
10899,11,11,1,6,25,29
10485,12,6,0,2,9,13
8320,16,28,0,3,9,13
20847,14,17,0,1,29,9
4794,9,19,0,2,23,14
15436,14,39,1,3,7,38
18207,12,18,1,4,15,30
7765,11,24,1,8,15,30
19737,8,39,0,7,16,5
16897,17,29,1,8,9,13
30622,12,43,1,3,19,6
12656,12,14,0,3,19,6
9130,10,9,1,3,13,20
5431,13,8,0,7,4,32
8051,9,14,0,2,15,30
18831,12,37,1,3,25,29
9308,12,0,1,2,19,7
3689,13,15,1,8,4,32
4504,10,22,1,2,20,27
18381,14,32,1,6,1,15
12695,13,19,1,3,12,12
10745,17,23,1,2,9,33
22016,14,22,0,7,8,2
34975,13,48,0,3,13,20
24303,10,32,0,7,23,14
8195,15,2,1,2,6,37
12755,11,18,1,1,7,38
11801,14,25,1,1,9,34
8050,10,25,1,3,6,37
4983,12,8,1,8,9,13
15075,16,10,0,5,20,22
19709,12,30,1,5,19,7
8666,17,20,1,4,6,37
29894,13,39,1,6,3,24
4499,11,5,0,2,16,5
15013,13,17,1,5,9,13
15071,11,23,1,7,9,10
7260,8,18,1,1,15,26
11930,16,2,1,5,23,14
11110,9,9,1,5,17,28
12584,13,12,1,8,9,10
11374,13,12,1,3,20,27
14572,10,25,1,1,19,7
16655,8,23,1,8,10,25
6468,10,4,1,6,2,39
20090,14,14,1,3,8,3
7325,14,16,1,3,7,38
6597,19,0,0,1,4,36
11792,10,20,0,7,8,3
33699,16,26,1,1,15,30
11084,17,6,0,2,7,21
21996,13,54,0,2,17,28
16047,9,21,0,7,12,12
50319,15,23,0,7,8,3
7904,12,24,1,1,15,26
14800,14,13,1,1,16,5
19541,12,24,0,5,9,10
19430,8,14,1,3,12,12
12599,16,38,1,7,9,34
13601,12,17,0,3,27,23
16644,14,21,1,3,8,3
19102,13,29,0,3,20,27
4957,17,1,0,4,19,18
16481,15,21,0,1,17,28
11119,17,8,0,5,2,39
17580,16,33,0,1,20,19
5167,13,18,0,5,9,34
12031,13,16,1,8,9,33
17867,16,21,0,8,15,30
14241,12,26,0,5,26,11
8436,12,25,0,6,29,9
4776,12,9,1,8,7,21
24657,13,26,0,6,4,36
8529,13,18,0,7,15,26
21003,14,25,0,1,10,25
19036,14,21,0,5,20,22
11541,11,19,1,5,3,24
10583,15,0,0,6,26,31
14829,9,29,1,2,25,29
15507,15,13,0,1,10,25
13717,15,18,0,1,10,25
9269,16,4,1,7,8,3
7419,13,13,1,1,16,5
40146,10,30,0,3,19,6
8618,11,24,1,6,5,17
25113,13,32,1,7,7,38
34064,14,32,0,8,19,6
27625,12,17,1,6,13,20
11954,16,26,1,1,23,8
9610,13,14,1,8,15,26
31444,19,21,0,7,13,20
16124,15,30,1,8,8,3
7715,15,0,0,4,17,28
12434,13,14,1,6,28,1
6990,11,11,0,8,4,32
10250,14,6,1,7,23,14
16759,13,11,1,4,8,2
27289,12,39,1,8,17,28
15898,13,24,0,8,6,37
24127,18,21,1,6,7,38
8068,11,0,0,5,20,19
4477,13,13,1,6,9,10
8916,11,18,1,2,9,33
11646,11,29,0,3,17,28
11919,12,28,0,8,16,5
10770,17,12,0,6,23,14
28073,15,16,0,7,19,6
23193,10,28,0,7,3,24
7271,12,18,1,4,24,16
11870,16,15,0,8,6,37
12699,15,28,1,1,20,22
2678,8,9,1,3,16,5
11082,15,11,0,7,14,35
26962,13,24,0,8,1,15
6409,11,26,0,2,2,39
12511,13,25,0,7,26,11
24218,11,41,1,7,19,7
10009,12,8,0,1,10,25
6423,11,33,1,8,20,19
22113,12,33,1,7,29,9
7764,14,20,0,2,15,26
10162,10,18,0,2,24,16
9030,10,26,1,7,27,4
8089,12,28,1,6,23,14
14054,15,9,1,7,8,2
18658,11,37,0,3,7,38
18511,15,33,1,5,27,23
11526,13,14,0,7,23,8
12107,14,7,1,3,7,38
16667,12,10,1,4,17,28
13252,13,28,0,1,12,12
7637,12,23,1,2,8,2
47112,16,33,0,8,25,29
17129,18,21,1,8,20,27
9722,16,18,0,7,9,13
11255,13,23,1,4,23,8
8052,10,15,1,7,27,23
14621,13,21,1,3,4,36
10523,13,18,0,7,19,18
21009,14,19,1,8,1,15
9951,10,23,0,1,19,7
14461,17,17,1,8,23,8
4936,9,16,1,1,7,38
16947,14,17,0,6,2,39
11888,15,28,1,5,19,7
12864,17,17,0,8,7,38
18873,13,22,1,5,23,14
6477,9,18,1,5,9,10
16324,13,2,0,4,8,3
7360,11,5,1,4,24,16
8095,15,9,0,2,23,8
5842,12,25,0,8,15,26
11030,14,18,0,3,9,13
18903,10,25,0,1,19,18
27272,16,16,0,7,26,31
23572,13,28,0,8,28,1
22847,12,26,0,5,24,16
11202,9,27,1,8,23,8
11338,12,9,1,1,17,28
4688,13,22,0,2,20,19
9664,13,32,0,5,23,8
9127,14,10,1,3,27,4
16541,19,1,0,4,8,3
